------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
SUMR25_v3.in blade aerodynamic parameters
======  Blade Properties =================================================================
         11   NumBlNds           - Number of blade nodes used in the analysis (-)
  BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
   (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
0.00000000		0.00000000		0.00000000		0.00000000		11.41440555		5.94621513		1
22.08388439		0.00000000		0.00000000		0.00000000		23.60930000		7.63890739		2
39.30647398		0.00000000		0.00000000		0.00000000		11.61620000		10.17975603		3
56.52906358		0.00000000		0.00000000		0.00000000		6.16780000		7.74258738		4
73.75165317		0.00000000		0.00000000		0.00000000		3.78270000		5.46179984		5
90.97424277		0.00000000		0.00000000		0.00000000		1.75450000		4.67576085		6
108.19683236		0.00000000		0.00000000		0.00000000		0.68430000		4.10414310		7
125.41942195		0.00000000		0.00000000		0.00000000		0.00000000		3.62363285		8
142.64201155		0.00000000		0.00000000		0.00000000		-0.51410000		3.07078772		9
159.86460114		0.00000000		0.00000000		0.00000000		-0.86300000		2.00970398		10
168.47589594		0.00000000		0.00000000		0.00000000		-1.03745000		1.47916211		10
