------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
SUMR-50_v1 blade aerodynamic parameters
======  Blade Properties =================================================================
         11   NumBlNds           - Number of blade nodes used in the analysis (-)
  BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
   (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
0.00000000		0.00000000		0.00000000		0.00000000		11.52028756		10.42185840		1
31.11192571		0.00000000		0.00000000		0.00000000		23.60930000		12.68625476		2
54.35320951		0.00000000		0.00000000		0.00000000		10.36330000		16.11504136		3
77.59449331		0.00000000		0.00000000		0.00000000		5.31240000		12.82616729		4
100.83577712		0.00000000		0.00000000		0.00000000		2.75300000		10.76884885		5
124.07706092		0.00000000		0.00000000		0.00000000		1.05790000		9.39389450		6
147.31834473		0.00000000		0.00000000		0.00000000		0.38300000		8.21532900		7
170.55962853		0.00000000		0.00000000		0.00000000		0.00000000		7.26778186		8
193.80091233		0.00000000		0.00000000		0.00000000		-0.33420000		6.34812426		9
217.04219614		0.00000000		0.00000000		0.00000000		-0.54050000		4.37726339		10
228.66283804		0.00000000		0.00000000		0.00000000		-0.64365000		3.39183296		10
